12,3,0,1,0,0,0,0
4,21,0,7,0,0,0,0
2,0,12,8,6,3,0,1
3,3,4,18,0,4,0,0
2,0,6,2,20,0,0,2
1,1,1,8,0,20,0,1
0,0,0,9,3,1,19,0
4,0,2,9,0,7,3,7
